a0,a1,a2,a3,a4,a5,a6,a7,a8
1511038209,66,51,66,46,66,110813,70,63
1511038509,65,19,65,29,65,110463,70,63
1511038809,66,45,66,34,66,110184,70,63
1511039109,66,20,66,73,66,110114,70,63
1511039410,66,37,66,63,66,110000,70,63
1511039711,66,32,66,58,66,109719,70,63
1511040009,66,25,66,56,66,109425,70,63
1511040309,66,29,66,48,66,109169,70,63
1511040609,66,83,66,52,66,108893,70,63
1511040909,66,29,66,80,66,109078,70,63
1511041209,66,31,66,22,66,109082,70,63
1511041509,0,-1,0,-1,0,-1,0,0
1511041809,66,22,66,74,66,108560,70,63
1511042109,66,45,66,80,66,108531,70,63
1511042410,66,50,66,71,66,108254,70,63
1511042709,67,31,67,35,67,107902,70,63
1511043010,67,59,67,58,67,107970,70,63
1511043309,67,98,67,66,67,107973,70,63
1511043611,68,46,68,19,68,108327,70,63
1511043909,68,55,68,57,68,108301,70,63
1511044209,67,30,67,53,67,107369,70,63
1511044509,67,30,67,54,67,105697,70,63
1511044809,67,49,67,42,67,104984,70,63
1511045110,68,33,68,39,68,104082,70,63
1511045409,68,57,68,18,68,103682,70,63
1511045710,67,66,67,90,67,103177,70,63
1511046009,68,53,68,28,68,102740,70,63
1511046309,67,51,67,27,67,101802,70,63
1511046610,67,62,67,29,67,101155,70,63
1511046911,67,49,67,26,67,100259,70,63
1511047209,68,19,68,93,68,98671,70,63
1511047509,68,70,68,58,68,97925,70,63
1511047810,68,23,68,61,68,97621,70,63
1511048109,68,44,68,40,68,97255,70,63
1511048409,68,41,68,77,68,96513,70,63
1511048709,68,42,68,31,68,96124,70,63
1511049011,68,34,68,55,68,95656,70,63
1511049309,69,101,69,130,69,95436,70,63
1511049610,68,19,68,41,68,95240,70,63
1511049909,68,51,68,21,68,94834,70,63
1511050209,69,46,69,53,69,94734,70,63
1511050509,68,89,68,52,68,94597,70,63
1511050811,68,74,68,67,68,94412,70,63
1511051110,68,74,68,29,68,94413,70,63
1511051409,68,89,68,26,68,94283,70,63
1511051710,68,21,68,65,68,93991,70,63
1511052010,68,36,68,42,68,93479,70,63
1511052309,68,47,68,35,68,93161,70,63
1511052609,68,67,68,21,68,92695,70,63
1511052909,68,37,68,42,68,92701,70,63
1511053209,68,30,68,45,68,92464,70,63
1511053509,68,19,68,52,68,92265,70,63
1511053809,68,65,68,31,68,91901,70,63
1511054109,68,28,68,41,68,91835,70,63
1511054409,68,24,68,53,68,91866,70,63
1511054709,68,26,68,56,68,91860,70,63
1511055009,68,26,68,80,68,91772,70,63
1511055309,68,43,68,57,68,91523,70,63
1511055609,68,34,68,81,68,91117,70,63
1511055910,68,47,68,51,68,90801,70,63
1511056210,68,27,68,37,68,90657,70,63
1511056509,68,20,68,25,68,90525,70,63
1511056809,67,45,67,24,67,90399,70,63
1511057109,68,30,68,59,68,90425,70,63
1511057409,68,56,68,31,68,90048,70,63
1511057710,68,44,68,25,68,89677,70,63
1511058009,68,83,68,39,68,88859,70,63
1511058309,68,55,68,44,68,88512,70,63
1511058609,68,35,68,64,68,87313,70,63
1511058909,68,36,68,148,68,87004,70,63
1511059209,68,32,68,102,68,86577,70,63
1511059511,68,28,68,151,68,86339,70,63
1511059811,68,31,68,60,68,86190,70,63
1511060109,68,43,68,109,68,85961,70,63
1511060410,68,52,68,32,68,85697,70,63
1511060710,68,51,68,18,68,85206,70,63
1511061010,68,52,68,29,68,84948,70,63
1511061309,68,62,68,32,68,84659,70,63
1511061609,68,62,68,29,68,84582,70,63
1511061909,67,72,67,24,67,84549,70,63
1511062209,67,59,67,21,67,83018,70,63
1511062509,67,26,67,27,67,82269,70,63
1511062809,67,42,67,33,67,81561,70,63
1511063109,67,56,67,26,67,80996,70,63
1511063409,67,41,67,26,67,80391,70,63
1511063709,67,51,67,37,67,79375,70,63
1511064010,67,65,67,23,67,78839,70,63
1511064309,67,38,67,27,67,78100,70,63
1511064610,67,49,67,20,67,77763,70,63
1511064909,67,78,67,17,67,77485,70,63
1511065209,67,51,67,21,67,77191,70,63
1511065509,67,50,67,28,67,76953,70,63
1511065809,67,22,67,44,67,76953,70,63
1511066109,67,23,67,22,67,76869,70,63
1511066410,67,25,67,26,67,76791,70,63
1511066709,67,25,67,42,67,76714,70,63
1511067009,66,47,66,16,66,77160,70,63
1511067309,66,37,66,35,66,76995,70,63
1511067609,66,26,66,54,66,76732,70,63
1511067909,66,26,66,55,66,76735,70,63
1511068209,66,29,66,46,66,76667,70,63
1511068509,66,29,66,44,66,76655,70,63
1511068809,66,20,66,31,66,76567,70,63
1511069109,66,31,66,20,66,76056,70,63
1511069409,66,37,66,26,66,76002,70,63
1511069709,66,24,66,52,66,75739,70,63
1511070012,66,74,66,81,66,75647,70,63
1511070309,66,23,66,175,66,75137,70,63
1511070610,66,36,66,66,66,74232,70,63
1511070909,66,61,66,94,66,73641,70,63
1511071209,66,42,66,38,66,73655,70,63
1511071510,66,54,66,91,66,73448,70,63
1511071809,66,60,66,84,66,72818,70,63
1511072110,66,39,66,64,66,72456,70,63
1511072410,67,60,67,40,67,72307,70,63
1511072710,67,26,67,52,67,73057,70,63
1511073009,67,28,67,39,67,72904,70,63
1511073310,67,92,67,50,67,72894,70,63
1511073609,67,34,67,104,67,72866,70,63
1511073909,67,42,67,54,67,72495,70,63
1511074210,67,25,67,34,67,72460,69,63
1511074510,67,45,67,15,67,72409,69,63
1511074810,67,53,67,10,67,71989,69,63
1511075109,67,84,67,16,67,71859,69,63
1511075409,67,51,67,50,67,71742,69,63
1511075710,67,67,67,35,67,71714,69,63
1511076009,66,10,66,45,66,71703,69,63
1511076309,67,33,67,51,67,71598,69,63
1511076609,67,51,67,5,67,71623,69,63
1511076909,67,36,67,42,67,71560,69,63
1511077210,67,63,67,111,67,72231,69,63
1511077509,67,52,67,119,67,72007,69,63
1511077809,67,255,67,14,67,72011,69,63
1511078109,68,50,68,971,68,72533,69,63
1511078409,68,107,68,71,68,73030,69,63
1511078709,68,14,68,39,68,73494,69,63
1511079010,68,70,68,30,68,73860,69,63
1511079309,67,34,67,401,67,74406,69,63
1511079609,67,107,67,49,67,74357,69,63
1511079910,68,29,68,67,68,74818,69,63
1511080209,69,1917,69,60,69,76751,69,63
1511080509,69,220,69,27,69,77531,69,63
1511080809,69,853,69,60,69,78307,69,63
1511081109,69,47,69,22,69,78868,69,63
1511081409,69,170,69,19,69,80262,70,63
1511081710,69,144,69,22,69,80453,70,63
1511082009,69,1542,69,37,69,80666,70,63
1511082309,69,1388,69,31,69,80926,70,63
1511082609,69,48,69,31,69,80920,70,63
1511082909,69,1320,69,30,69,80796,70,63
1511083209,68,86,68,20,68,81333,70,63
1511083509,69,111,69,40,69,81362,70,63
1511083809,68,84,68,27,68,81321,70,63
1511084109,69,82,69,15,69,81922,70,63
1511084409,69,104,69,65,69,81962,70,63
1511084709,69,88,69,29,69,82176,70,63
1511085009,69,204,69,46,69,82239,70,63
1511085310,69,1429,69,83,69,82161,70,63
1511085609,69,45,69,54,69,82336,70,63
1511085910,69,46,69,40,69,84163,70,63
1511086209,69,69,69,20,69,87268,70,63
1511086510,69,49,69,69,69,87345,70,63
1511086809,69,55,69,55,69,87403,70,63
1511087110,69,73,69,43,69,87302,70,63
1511087409,69,51,69,26,69,87294,70,63
1511087709,69,41,69,29,69,87211,70,63
1511088009,69,42,69,30,69,89267,70,63
1511088309,70,98,70,404,70,91238,70,63
1511088609,70,29,70,14,70,92221,70,63
1511088909,69,64,69,37,69,92382,70,63
1511089209,70,346,70,54,70,93083,70,63
1511089509,69,46,69,37,69,93714,70,63
1511089809,69,34,69,57,69,93645,70,63
1511090109,69,24,69,59,69,93366,70,63
1511090409,69,24,69,27,69,93386,70,63
1511090709,68,35,68,63,68,93407,70,63
1511091009,68,39,68,68,68,93461,70,63
1511091310,69,38,69,73,69,93030,70,63
1511091609,69,32,69,67,69,92798,70,63
1511091909,69,33,69,48,69,92707,70,63
1511092209,69,60,69,41,69,92664,70,63
1511092509,68,67,68,52,68,92660,70,63
1511092809,68,18,68,56,68,92602,70,63
1511093109,68,30,68,97,68,92638,70,63
1511093409,68,31,68,98,68,92579,70,63
1511093709,68,55,68,44,68,92589,70,63
1511094010,68,24,68,58,68,92723,70,63
1511094309,68,44,68,52,68,92730,70,63
1511094609,68,46,68,56,68,92834,70,63
1511094909,68,35,68,64,68,92760,70,63
1511095209,68,55,68,33,68,93044,70,63
1511095509,68,80,68,50,68,92901,70,63
1511095809,68,36,68,78,68,92908,70,63
1511096110,68,44,68,52,68,92934,70,63
1511096409,68,51,68,70,68,92912,70,63
1511096709,68,122,68,72,68,92053,70,63
1511097009,68,27,68,52,68,91858,70,63
1511097309,68,25,68,94,68,91077,70,63
1511097609,68,51,68,91,68,90518,70,63
1511097909,68,76,68,30,68,90068,70,63
1511098209,68,62,68,57,68,89263,70,63
1511098510,68,31,68,65,68,88286,70,63
1511098809,68,27,68,91,68,88030,70,63
1511099109,68,70,68,46,68,87809,70,63
1511099409,68,50,68,46,68,87266,70,63
1511099709,68,55,68,74,68,86913,70,63
1511100010,68,46,68,67,68,86678,70,63
1511100309,69,39,69,45,69,86496,70,63
1511100610,69,29,69,38,69,86319,70,63
1511100909,69,126,69,58,69,85816,70,63
1511101210,69,55,69,56,69,85266,70,63
1511101510,69,79,69,51,69,84906,70,63
1511101809,69,60,69,25,69,84208,70,63
1511102109,69,65,69,56,69,82335,70,63
1511102409,69,42,69,21,69,81304,70,63
1511102709,69,35,69,33,69,79999,70,63
1511103009,69,67,69,66,69,77704,70,63
1511103309,69,61,69,91,69,76258,70,64
1511103609,69,33,69,88,69,75869,70,64
1511103909,69,24,69,91,69,75501,70,64
1511104210,69,42,69,72,69,75198,70,64
1511104509,69,52,69,29,69,74339,70,64
1511104809,69,110,69,127,69,73017,70,64
1511105109,69,88,69,210,69,72564,70,64
1511105409,69,46,69,76,69,72151,70,64
1511105710,68,21,68,24,68,71726,70,64
1511106009,68,76,68,38,68,71639,70,64
1511106310,69,31,69,140,69,71477,70,64
1511106609,68,83,68,79,68,71399,70,64
1511106909,69,73,69,147,69,71241,70,64
1511107209,69,78,69,182,69,71118,70,64
1511107509,69,42,69,53,69,71003,70,64
1511107809,69,41,69,208,69,70824,70,64
1511108109,69,76,69,86,69,70917,70,64
1511108409,69,34,69,44,69,70722,70,64
1511108710,69,58,69,43,69,70474,70,64
1511109009,68,81,68,30,68,70225,70,64
1511109310,68,41,68,44,68,70265,70,65
1511109610,68,59,68,44,68,70138,70,65
1511109909,68,50,68,48,68,70102,70,65
1511110209,68,31,68,29,68,69800,70,65
1511110509,68,41,68,54,68,69759,70,65
1511110809,68,8,68,63,68,69778,70,65
1511111109,68,25,68,59,68,69357,70,65
1511111409,68,23,68,54,68,68977,70,65
1511111709,68,38,68,46,68,69248,70,65
1511112010,68,59,68,24,68,69299,70,65
1511112309,68,39,68,37,68,69241,70,65
1511112609,68,19,68,56,68,69080,70,65
1511112909,68,59,68,59,68,68845,70,65
1511113209,68,48,68,21,68,68324,70,65
1511113509,68,27,68,36,68,68128,70,65
1511113809,68,36,68,24,68,67905,70,65
1511114109,68,58,68,16,68,67820,70,65
1511114409,68,33,68,42,68,67820,70,65
1511114710,68,57,68,20,68,67564,70,65
1511115009,68,63,68,55,68,67504,70,65
1511115309,68,54,68,40,68,67344,70,65
1511115610,68,26,68,16,68,67201,70,65
1511115910,67,47,67,62,67,67787,70,65
1511116209,67,17,67,19,67,68402,70,65
1511116509,67,52,67,22,67,68537,70,65
1511116809,67,29,67,37,67,68446,70,65
1511117109,67,17,67,101,67,68223,70,65
1511117409,67,19,67,57,67,68090,70,65
1511117709,67,65,67,42,67,68009,70,65
1511118009,67,9,67,48,67,68113,70,65
1511118309,66,25,66,29,66,68644,70,65
1511118610,67,41,67,43,67,69519,70,65
1511118909,67,54,67,61,66,69596,70,65
1511119209,67,16,67,57,67,69611,70,65
1511119510,67,55,67,35,67,69619,70,65
1511119809,67,31,67,30,67,69650,70,65
1511120109,67,60,67,19,67,69507,70,65
1511120409,67,73,67,13,67,69543,70,65
1511120710,67,44,67,71,67,69512,70,65
1511121009,67,53,67,37,67,69286,70,65
1511121309,67,35,67,31,67,69175,70,65
1511121609,67,32,67,43,67,69111,70,65
1511121909,67,18,67,65,67,69000,70,65
1511122210,67,29,67,39,67,68996,70,65
1511122509,67,49,67,21,67,69082,70,65
1511122809,67,69,67,37,67,69056,70,65
1511123109,67,18,67,61,67,69121,70,65
1511123409,67,23,67,76,67,69129,70,65
1511123710,67,45,67,48,67,68686,70,65
1511124009,67,34,67,48,67,68576,70,65
1511124309,67,46,67,89,67,68580,70,65
1511124609,67,34,67,93,67,68541,70,65
1511124909,67,34,67,75,67,68479,70,65
1511125209,67,38,67,90,67,68462,70,65
1511125509,67,18,67,64,67,68331,70,65
1511125809,67,20,67,97,67,68354,70,65
1511126109,67,66,67,45,67,68384,70,66
1511126409,67,76,67,37,67,68407,70,66
1511126709,67,58,67,43,67,68550,70,66
1511127009,67,48,67,58,67,68550,70,66
1511127309,67,37,67,39,67,68322,70,66
1511127609,67,23,67,55,67,68318,70,66
1511127910,67,41,67,34,67,68094,70,66
1511128209,67,71,67,36,67,68041,70,66
1511128509,67,43,67,49,67,68015,70,66
1511128809,67,40,67,36,67,68024,70,66
1511129110,68,0,68,0,68,68392,70,66
1511129409,68,50,68,75,68,68156,70,66
1511129710,68,67,68,32,68,68001,70,66
1511130010,68,69,68,92,68,67436,70,66
1511130310,68,80,68,131,68,66920,70,66
1511130609,68,61,68,185,68,67021,70,66
1511130909,68,22,68,133,68,67008,70,66
1511131209,68,49,68,88,68,66947,70,66
1511131510,68,61,68,43,68,66789,70,66
1511131809,68,13,68,56,68,66795,70,66
1511132109,68,27,68,98,68,66718,70,66
1511132409,68,37,68,40,68,66654,70,66
1511132709,68,30,68,45,68,66458,70,66
1511133009,68,36,68,39,68,66401,70,66
1511133310,68,35,68,51,68,66384,70,66
1511133609,68,38,68,43,68,66187,70,66
1511133909,68,33,68,136,68,66018,70,66
1511134209,68,17,68,166,68,65675,70,66
1511134509,68,39,68,136,68,65591,70,66
1511134809,68,82,68,130,68,65521,70,66
1511135109,68,85,68,72,68,65587,70,66
1511135409,68,60,68,29,68,65483,70,66
1511135709,68,32,68,82,68,65051,70,66
1511136009,68,60,68,74,68,64803,70,66
1511136309,68,80,68,54,68,64754,70,66
1511136609,68,53,68,37,68,64620,70,66
1511136909,68,42,68,57,68,64348,70,66
1511137209,68,35,68,50,68,64092,70,66
1511137509,68,48,68,59,68,63897,70,66
1511137809,68,47,68,31,68,63704,70,66
1511138109,67,53,67,25,67,63700,70,66
1511138409,67,69,67,34,67,63761,70,66
1511138709,67,65,67,31,67,63952,70,66
1511139009,67,63,67,34,67,63885,70,66
1511139310,67,13,67,49,67,63717,70,66
1511139609,67,29,67,64,67,63714,70,66
1511139909,67,72,67,55,67,63222,70,66
1511140209,67,67,67,81,67,63004,70,66
1511140510,67,32,67,93,67,62903,70,66
1511140809,67,28,67,71,67,62925,70,66
1511141110,67,34,67,117,67,62896,70,66
1511141409,67,39,67,44,67,62813,70,66
1511141648,67,62,67,73,67,62806,70,66
1511141953,67,49,67,71,67,62689,70,66
1511142254,67,34,67,101,67,62705,70,66
1511142553,67,29,67,90,67,62638,70,66
1511142853,67,38,67,78,67,62434,70,66
1511143153,67,43,67,39,67,62377,70,66
1511143453,67,62,67,56,67,62162,70,66
1511143753,67,80,67,62,67,62140,70,66
1511144053,67,53,67,42,67,62183,70,66
1511144353,67,55,67,42,67,62219,70,66
1511144653,67,84,67,64,67,62212,70,66
1511144953,67,76,67,22,67,62169,70,66
1511145254,67,55,67,31,67,62147,70,66
1511145553,67,46,67,45,67,62103,70,66
1511145853,67,32,67,52,67,62046,70,66
1511146153,67,48,67,109,67,62030,70,66
1511146453,67,79,67,27,67,62105,70,66
1511146753,67,41,67,32,67,62092,70,66
1511147053,67,60,67,43,67,62094,70,66
1511147353,67,54,67,44,67,62003,70,66
1511147653,67,44,67,51,67,62003,70,66
1511147953,67,65,67,25,67,61965,70,66
1511148253,67,74,67,13,67,61863,70,66
1511148553,67,63,67,30,67,61796,70,66
1511148853,67,72,67,36,67,61790,70,66
1511149153,67,71,67,34,67,61702,70,66
1511149453,67,120,67,55,67,61734,70,66
1511149753,67,143,67,57,67,61756,70,66
1511150053,67,68,67,58,67,61525,70,66
1511150353,67,94,67,55,67,61463,70,66
1511150653,67,42,67,43,67,61475,70,66
1511150954,66,70,66,22,66,61507,70,66
1511151253,66,77,66,44,66,61430,70,66
1511151553,66,80,66,34,66,61471,70,66
1511151853,66,90,66,22,66,61471,70,66
1511152153,66,87,66,33,66,61781,70,66
1511152453,66,0,66,0,66,61821,70,66
1511152753,66,52,66,78,66,61835,70,66
1511153054,66,58,66,71,66,61836,70,66
1511153354,66,141,66,52,66,61627,70,66
1511153653,66,63,66,55,66,61421,70,66
1511153955,66,55,66,54,66,61339,70,66
1511154253,66,87,66,31,66,61307,70,66
1511154553,66,84,66,58,66,61299,70,66
1511154853,66,35,66,68,66,61671,70,66
1511155153,65,26,65,47,65,62090,70,65
1511155453,65,82,65,30,65,62489,70,65
1511155753,65,79,65,176,65,62839,70,65
1511156053,65,43,65,82,65,63245,70,65
1511156353,65,51,65,192,65,63664,70,65
1511156653,65,37,65,62,65,63980,70,65
1511156953,65,40,65,61,65,63998,70,65
1511157253,65,36,65,27,65,64388,70,64
1511157553,65,52,65,66,65,64487,70,64
1511157853,65,47,65,43,65,64567,70,64
1511158153,65,62,65,146,65,64741,70,64
1511158453,65,41,65,97,65,64911,70,64
1511158753,65,27,65,86,65,64770,70,64
1511159053,65,43,65,94,65,64134,70,64
1511159353,65,40,65,66,65,63892,70,64
1511159654,65,48,65,57,65,63930,70,64
1511159953,65,45,65,89,65,63822,70,64
1511160253,65,47,65,51,65,63843,70,64
1511160554,65,48,65,31,65,63824,70,64
1511160854,65,16,65,123,65,63840,70,64
1511161153,65,28,65,48,65,63812,70,64
1511161453,64,219,64,66,64,64170,70,64
1511161753,64,38,64,165,64,64572,70,64
1511162053,64,40,64,41,64,64774,70,64
1511162353,64,41,64,39,64,64990,70,64
1511162653,65,13,65,67,65,65129,70,64
1511162953,65,17,65,30,65,65210,70,64
1511163254,64,59,64,18,64,65391,70,64
1511163553,65,21,65,14,65,64795,70,64
1511163853,65,0,65,0,65,64722,70,64
1511164153,65,15,65,74,65,64830,70,64
1511164453,65,43,65,48,65,64421,70,64
1511164753,0,-1,0,-1,0,-1,0,0
1511165053,65,27,65,23,65,63729,70,64
1511165353,65,21,65,55,65,63291,70,64
1511165653,65,69,65,28,65,62776,70,64
1511165953,65,56,65,60,65,62403,70,64
1511166253,65,24,65,51,65,62095,70,64
1511166553,64,43,64,18,64,60413,70,64
1511166854,65,69,65,15,65,58523,70,64
1511167153,65,65,65,12,65,57712,70,64
1511167453,65,38,65,42,65,56905,70,64
1511167753,65,72,65,57,65,54902,70,64
1511168053,65,28,65,62,65,54197,70,64
1511168353,65,49,65,39,65,53937,70,64
1511168654,65,133,65,30,65,53121,70,64
1511168953,65,81,65,42,65,53034,70,64
1511169253,65,40,65,15,65,53081,70,64
1511169554,65,26,65,41,65,52531,70,64
1511169853,64,69,65,15,65,52472,70,64
1511170153,64,56,64,62,64,52381,70,64
1511170453,64,65,64,63,64,51917,70,64
1511170753,64,70,64,82,64,52000,70,64
1511171053,65,29,65,77,65,52025,70,64
1511171353,65,43,65,75,65,51929,70,64
1511171654,65,37,65,94,65,51853,70,64
1511171953,65,51,65,44,65,51585,70,64
1511172253,65,49,65,55,65,49583,70,64
1511172553,65,24,65,127,65,46489,70,64
1511172823,65,50,65,168,65,46556,70,64
1511173127,65,32,65,26,65,46518,70,64
1511173386,65,55,65,44,65,46444,70,64
1511173691,65,50,65,35,65,46377,70,64
1511173991,65,62,65,27,65,46434,70,64
1511174291,65,49,65,34,65,44429,70,64
1511174593,65,98,65,21,65,42747,70,64
1511174891,65,54,65,26,65,41398,70,64
1511175191,65,68,65,23,65,40992,70,64
1511175491,65,65,65,44,65,40900,70,64
1511175791,65,62,65,40,65,39730,69,64
1511176091,65,66,65,28,65,39478,69,64
1511176254,65,70,65,26,65,39461,69,64
1511176498,64,32,64,16,64,39503,69,64
1511176807,0,-1,0,-1,0,-1,0,0
1511177106,64,54,64,32,64,40141,69,63
1511177405,63,44,63,55,63,40549,69,63
1511177705,63,44,63,63,63,41107,69,63
1511178006,63,75,63,45,63,41416,69,63
1511178306,63,34,63,44,63,41443,69,63
1511178606,64,74,64,20,64,41572,69,63
1511178906,63,76,64,47,63,41523,69,63
1511179206,63,71,63,49,63,41606,69,63
1511179506,63,293,63,79,63,42058,69,63
1511179806,63,13,63,32,63,42930,69,63
1511180106,63,28,63,13,63,43240,69,63
1511180406,63,44,63,93,63,43252,69,63
1511180706,63,40,63,39,63,43485,69,62
1511181005,63,56,63,23,63,43584,69,62
1511181305,62,29,62,31,62,44104,69,62
1511181606,63,26,63,24,63,43930,69,62
1511181905,63,30,63,49,63,44239,69,62
1511182205,63,39,63,31,63,44367,69,62
1511182506,63,16,63,34,63,44469,69,62
1511182805,63,34,63,43,63,44449,69,62
1511183105,63,55,63,96,63,44565,69,62
1511183405,63,97,63,45,63,44563,69,62
1511183705,63,83,63,10,63,44693,69,62
1511184006,63,52,63,41,63,44691,69,62
1511184305,63,36,63,66,63,44589,69,62
1511184607,63,44,63,59,63,44589,69,62
1511184907,63,70,63,79,63,44694,69,62
1511185206,63,46,63,55,63,44723,69,62
1511185506,63,47,63,80,63,44888,69,62
1511185806,63,60,63,38,63,44970,69,62
1511186106,63,55,63,51,63,45031,69,62
1511186406,62,24,62,70,62,45305,69,62
1511186706,63,21,63,53,63,45541,69,62
1511187007,64,83,64,63,64,46710,69,62
1511187306,66,64,66,65,66,48770,69,62
1511187605,65,42,65,53,65,49597,69,62
1511187906,65,55,65,73,65,50161,69,62
1511188206,65,52,65,58,65,50777,69,62
1511188505,66,51,66,23,66,51576,69,62
1511188806,66,27,66,59,66,52118,69,62
1511189105,66,24,66,38,66,52226,69,62
1511189406,66,72,66,70,66,52313,69,62
1511189706,66,73,66,48,66,52761,69,62
1511190006,66,65,66,25,66,52885,69,62
1511190306,66,69,66,29,66,53015,69,62
1511190605,66,83,66,28,66,53166,69,62
1511190905,66,50,66,16,66,53204,69,62
1511191206,66,95,66,22,66,53328,69,62
1511191506,66,0,66,0,66,53299,69,62
1511191805,66,90,66,19,66,53333,69,62
1511192106,66,87,66,49,66,53160,69,62
1511192406,66,58,66,30,66,53129,69,62
1511192705,66,54,66,15,66,53109,69,62
1511193006,66,73,66,37,66,53349,69,62
1511193305,0,-1,0,-1,0,-1,0,0
1511193607,66,71,66,51,66,53022,69,62
1511193905,66,73,66,54,66,53066,69,62
1511194206,66,42,66,43,66,53107,69,62
1511194505,66,54,66,38,66,53066,69,62
1511194806,66,61,66,23,66,53103,69,62
1511195107,66,130,66,11,66,53128,69,62
1511195406,65,57,65,41,65,53453,69,62
1511195706,65,55,65,139,65,53643,69,62
1511196006,66,59,66,46,66,53677,69,62
1511196305,65,74,65,43,65,53708,68,62
1511196606,65,102,65,22,65,53815,68,62
1511196908,66,87,66,13,66,53823,68,62
1511197206,66,68,66,26,66,53946,68,62
1511197506,66,72,66,13,66,53988,68,62
1511197806,66,184,66,25,66,54224,68,62
1511198105,67,68,67,13,67,55098,68,62
1511198406,67,53,67,45,67,55451,68,62
1511198705,67,68,67,15,67,55675,68,62
1511199006,67,45,67,89,67,55756,68,62
1511199307,67,66,67,28,67,55894,68,62
1511199606,67,53,67,110,67,56007,68,62
1511199906,67,68,67,63,67,56302,68,62
1511200206,67,64,67,70,67,56339,68,62
1511200505,67,65,67,28,67,56371,68,62
1511200805,67,72,67,25,67,56669,68,62
1511201105,67,60,67,31,67,56745,68,62
1511201407,66,36,66,40,66,57003,68,62
1511201705,67,57,67,24,67,57067,68,62
1511202005,67,47,67,38,67,57186,68,62
1511202305,67,32,67,73,67,56560,68,62
1511202605,67,76,67,48,67,56039,68,62
1511202905,67,77,67,40,67,55924,68,62
1511203206,67,28,67,37,67,55813,68,62
1511203506,67,82,67,31,67,55799,68,62
1511203805,67,30,67,46,67,55627,68,62
1511204106,67,30,67,36,67,55474,68,62
1511204406,67,47,67,107,67,55419,68,62
1511204706,66,23,66,44,66,54880,68,62
1511205006,66,45,66,47,66,53886,68,62
1511205305,67,105,67,59,67,53820,68,62
1511205606,67,17,67,70,67,53734,68,62
1511205906,67,53,67,69,67,53629,68,62
1511206206,67,27,67,43,67,53539,68,62
1511206506,66,52,66,45,66,53630,68,62
1511206807,66,46,66,23,66,53865,68,62
1511207105,66,119,66,34,66,54056,68,62
1511207406,66,75,66,52,66,54134,68,62
1511207706,66,30,66,47,66,54205,68,62
1511208005,66,34,66,38,66,54177,68,62
1511208305,66,39,66,53,66,54199,68,62
1511208606,66,73,66,22,66,54214,68,62
1511208905,66,74,66,22,66,54192,68,62
1511209206,66,71,66,42,66,54176,68,62
1511209507,66,55,66,61,66,54174,68,62
1511209805,66,112,66,38,66,54180,68,62
1511210105,65,66,65,75,65,54527,68,62
1511210406,65,139,65,65,65,54389,68,62
1511210705,66,65,66,34,66,54568,68,62
1511211006,66,32,66,45,66,54595,68,62
1511211306,66,35,66,42,66,54679,68,62
1511211605,66,37,66,82,66,54706,68,62
1511211905,66,43,66,69,66,54727,68,62
1511212207,66,51,66,91,66,54814,68,62
1511212505,66,27,66,41,66,54764,68,62
1511212805,66,63,66,68,66,54761,68,62
1511213106,66,62,66,139,66,54650,68,62
1511213405,66,28,66,67,66,54640,68,62
1511213707,66,46,66,89,66,54661,68,62
1511214005,65,86,65,42,65,54736,68,62
1511214305,66,45,66,59,66,54784,68,62
1511214605,66,49,66,32,66,54778,68,62
1511214906,66,35,66,63,66,54875,68,62
1511215206,66,33,66,217,66,54930,68,62
1511215505,66,65,66,64,66,54655,68,62
1511215805,66,83,66,89,66,54604,68,62
1511216105,65,38,65,49,65,54695,68,62
1511216406,66,62,66,88,66,54844,68,62
1511216706,66,89,66,84,66,54981,68,62
1511217006,66,84,66,65,66,54898,68,62
1511217305,66,73,66,89,66,55016,68,62
1511217605,67,123,67,19,67,55651,68,62
1511217906,67,50,67,24,67,56850,68,62
1511218205,68,326,68,39,68,57731,68,62
1511218506,68,41,68,35,68,58687,68,62
1511218806,68,84,68,19,68,58835,68,62
1511219106,67,92,67,27,67,59516,68,62
1511219405,67,88,67,45,67,59701,68,62
1511219705,68,83,68,24,68,60212,68,62
1511220005,68,68,68,63,68,60270,68,62
1511220305,68,96,68,17,68,60288,68,62
1511220606,67,78,67,22,67,60337,68,62
1511220905,68,89,68,38,68,60319,68,62
1511221206,67,77,67,22,67,60501,68,62
1511221506,67,109,67,27,67,60384,68,62
1511221806,67,56,67,37,67,60436,68,62
1511222105,67,95,67,60,67,60470,68,62
1511222405,67,147,67,52,67,60769,68,62
1511222706,67,97,67,34,67,60719,68,62
1511223005,67,85,67,53,67,60749,68,62
1511223305,67,40,67,24,67,60941,68,62
1511223605,67,108,67,33,67,61027,68,62
1511223906,67,26,67,38,67,61111,68,62
1511224206,67,107,67,12,67,61175,68,62
1511224506,67,64,67,57,67,61137,68,62
1511224805,67,64,67,55,67,61087,68,62
1511225105,67,43,67,45,67,60881,68,62
1511225405,67,69,67,52,67,60894,68,62
1511225706,67,58,67,50,67,60908,68,62
1511226005,67,53,67,79,68,60922,68,62
1511226306,67,24,67,69,67,60946,68,62
1511226607,67,45,67,95,67,60978,68,62
1511226906,67,35,67,46,67,61047,68,62
1511227205,67,47,67,59,67,60961,68,62
1511227505,67,31,67,43,67,60920,68,62
1511227805,67,75,67,34,67,60789,68,62
