b0,b1,b2,b3,b4,b5,b6,b7,b8
1511247907,68,1100,69,559,69,181246,69,62
1511248206,68,5304,68,848,68,180867,69,62
1511248507,68,5404,68,1056,68,180118,69,62
1511248806,68,5810,68,613,68,179979,69,62
1511249106,68,5893,68,630,68,179922,69,62
1511249407,68,6007,68,565,68,179545,69,62
1511249707,68,5915,68,594,68,179775,69,62
1511250007,68,6439,68,582,68,179577,69,62
1511250306,68,5632,68,705,68,179947,69,62
1511250608,68,5734,68,1120,68,179284,69,62
1511250906,68,5984,68,874,68,178871,69,62
1511251207,68,5942,68,814,68,174471,69,62
1511251507,68,5771,68,674,68,174460,69,62
1511251807,68,5743,68,568,68,174335,69,62
1511252106,68,4478,68,793,68,175157,69,62
1511252406,68,691,68,761,68,178976,69,62
1511252707,68,1013,68,667,68,178388,69,62
1511253006,68,636,68,830,68,178643,69,62
1511253306,68,768,68,986,68,178916,69,62
1511253606,68,558,68,2700,68,178896,69,62
1511253906,68,714,68,910,68,179876,69,62
1511254207,68,908,68,1578,68,181344,69,62
1511254506,68,914,68,1701,68,181731,69,62
1511254807,68,869,68,1484,68,181903,69,62
1511255106,68,1298,68,1424,68,182438,69,62
1511255406,68,767,69,1333,69,182666,69,62
1511255706,69,1007,69,415,69,184407,69,62
1511256006,69,909,69,1095,69,184248,69,62
1511256306,69,1019,69,839,69,184513,69,62
1511256606,69,911,69,794,69,184117,69,62
1511256906,69,1103,69,638,69,184586,69,62
1511257207,69,728,69,1162,69,185534,69,62
1511257507,69,822,69,706,69,184718,69,62
1511257807,69,787,69,832,69,184378,69,62
1511258106,68,843,68,671,68,194805,69,62
1511258408,68,1419,68,982,68,195213,69,62
1511258706,68,809,68,1146,68,196100,69,62
1511259006,68,673,68,929,68,202620,69,62
1511259306,68,737,68,1148,68,202602,69,62
1511259607,68,555,68,1064,68,202913,69,62
1511259907,68,325,68,802,68,202806,69,62
1511260207,68,580,68,534,68,203151,69,62
1511260507,68,672,68,2723,68,203643,69,62
1511260806,68,747,68,1131,68,203844,69,62
1511261106,68,453,68,1519,68,204109,69,62
1511261406,68,524,68,1193,68,204110,69,62
1511261706,68,444,68,369,68,204071,69,62
1511262006,68,573,68,682,68,203955,69,62
1511262306,68,392,68,852,68,204014,69,62
1511262607,68,808,68,666,68,204027,69,62
1511262906,68,655,68,898,68,203994,69,62
1511263206,68,621,68,899,68,204014,69,62
1511263507,68,612,68,886,68,202798,69,62
1511263806,68,983,68,643,68,202886,69,62
1511264106,68,647,68,938,68,201999,69,62
1511264407,68,621,68,977,68,201435,69,62
1511264707,68,657,68,1028,68,201589,69,62
1511265006,68,671,68,837,68,201411,69,62
1511265306,68,921,68,1156,68,201349,69,62
1511265607,68,921,68,552,68,201357,69,62
1511265908,68,352,68,815,68,199999,69,62
1511266206,68,685,68,923,68,198361,69,62
1511266506,68,639,68,885,68,197690,69,62
1511266806,67,831,67,1320,67,196987,69,62
1511267107,67,597,67,968,67,196736,69,62
1511267407,67,791,67,988,67,196112,69,62
1511267706,67,797,67,816,67,196219,69,62
1511268007,67,726,67,767,67,196663,69,62
1511268306,67,1017,67,1059,67,195868,69,62
1511268606,67,1026,67,953,67,195729,69,62
1511268906,67,1227,67,913,67,195083,69,62
1511269207,67,894,67,942,67,187722,69,62
1511269507,67,689,67,1700,67,187088,69,62
1511269806,67,1050,67,1148,67,186489,69,62
1511270107,67,1089,68,1394,68,187142,69,62
1511270407,67,708,67,867,67,187394,69,62
1511272507,68,1027,68,995,68,187166,69,62
1511272807,68,831,68,991,68,187180,69,62
1511273106,68,1207,68,435,68,186861,69,63
1511273406,68,1083,68,574,68,184897,69,64
1511273708,68,750,68,620,68,180357,69,64
1511274006,68,797,68,697,68,178225,69,64
1511274306,68,596,68,766,68,177912,69,64
1511274607,68,569,68,2577,68,177539,69,64
1511274906,68,785,68,624,68,175280,69,64
1511275206,68,531,68,1008,68,173907,69,64
1511275508,0,-1,0,-1,0,-1,0,0
1511275806,68,805,68,663,68,171783,69,64
1511276106,0,-1,0,-1,0,-1,0,0
1511276406,68,712,68,1024,68,170516,69,64
1511276706,68,623,68,1136,68,169572,69,64
1511277006,68,415,68,780,68,169258,69,64
1511277307,68,654,68,769,68,167951,69,64
1511277606,68,0,68,0,68,167709,69,64
1511277906,68,666,68,823,68,167621,69,64
1511278206,68,738,68,880,68,167665,69,64
1511278506,68,878,68,727,68,165386,69,64
1511278807,68,740,68,874,68,164609,69,64
1511279106,67,718,67,783,67,164807,69,64
1511279406,0,-1,0,-1,0,-1,0,0
1511279706,67,666,68,897,67,164678,69,64
1511280006,67,860,68,865,68,164598,69,64
1511280307,67,477,67,1221,67,164440,69,64
1511280606,67,602,67,965,67,161349,69,64
1511280906,67,590,67,804,67,161126,69,64
1511281206,67,788,67,886,67,159825,69,64
1511281506,67,710,67,958,67,159562,69,64
1511281807,67,799,67,717,67,159421,69,64
1511282106,67,383,67,912,67,155884,69,65
1511282407,67,537,67,1102,67,155355,69,65
1511282706,67,707,67,632,67,155164,69,65
1511283006,68,747,68,658,68,154426,69,65
1511283306,68,910,68,992,68,154850,69,65
1511283907,67,707,67,681,67,154953,69,65
1511284206,67,753,67,776,67,157064,69,65
1511284507,67,2781,67,615,67,153636,69,65
1511284806,67,2849,67,662,67,152351,69,65
1511285106,67,723,67,758,67,152349,69,65
1511285407,67,806,67,667,67,151966,69,65
1511285706,67,938,67,710,67,151710,69,65
1511286006,67,640,67,896,67,151863,69,65
1511286306,67,534,67,667,67,151433,69,65
1511286606,67,537,67,718,67,151497,69,65
1511287206,67,751,67,675,67,151287,69,65
1511287506,67,434,67,686,67,150225,69,65
1511287806,67,411,67,673,67,149640,69,65
1511288106,67,351,67,641,67,148879,69,65
1511288406,67,454,67,865,67,149318,69,65
1511288706,67,488,67,880,67,149902,69,65
1511289306,67,342,67,1023,67,149485,69,65
1511289607,66,197,67,756,66,149703,69,65
1511289906,66,196,66,935,66,149082,69,65
1511290206,66,487,66,1131,66,148953,69,65
1511291109,67,878,67,705,67,149577,69,65
1511291408,67,925,67,558,67,149765,69,65
1511291706,67,654,67,549,67,149735,69,65
1511292007,67,816,67,833,67,150358,69,65
1511292607,67,2349,67,715,67,150348,69,65
1511292906,67,2134,67,664,67,149872,69,65
1511293207,67,1833,67,326,67,149633,69,65
1511293506,67,1634,67,754,67,149486,69,65
1511294407,67,1711,67,1043,67,143983,69,65
1511294706,67,284,67,605,67,144541,69,65
1511295006,67,683,67,618,67,144600,69,65
1511295306,67,689,67,504,67,144480,69,65
1511295606,0,-1,0,-1,0,-1,0,0
1511295907,67,1214,67,788,67,145341,69,65
1511296206,67,864,67,1040,67,145794,69,65
1511296506,67,1021,67,393,67,145909,69,65
1511296807,67,816,67,587,67,146531,69,65
1511297407,67,901,68,772,68,146642,69,65
1511297707,68,1830,68,915,68,146841,69,65
1511298007,68,550,68,473,68,147302,69,65
1511298306,67,806,68,845,67,147775,69,65
1511298607,68,784,68,665,68,147878,69,65
1511298906,68,981,68,676,68,147619,69,65
1511299206,68,748,68,1196,68,148572,69,65
1511299506,67,591,67,1452,67,148702,69,65
1511299806,67,554,68,1460,67,148730,69,65
1511300106,68,575,68,795,68,148954,69,65
1511300406,68,511,68,589,67,148763,69,65
1511300706,68,376,68,320,68,148950,69,65
1511301007,68,463,68,675,68,148334,69,65
1511301306,68,732,68,405,68,147869,69,65
1511301606,68,740,68,810,68,147717,69,65
1511301906,68,832,68,1090,68,148529,69,65
1511302206,68,677,68,784,68,148568,69,65
1511302506,68,821,68,930,68,148564,69,65
1511302806,68,595,68,1227,68,147904,69,65
1511303107,68,748,68,1048,68,147948,69,65
1511303406,68,699,68,718,68,148108,69,65
1511303707,68,904,68,846,68,148475,69,65
1511304006,68,697,68,1206,68,149377,69,65
1511304306,68,781,68,1031,68,146789,69,66
1511304606,68,748,68,763,68,145749,69,66
1511304906,68,604,68,941,68,145535,69,66
1511305207,68,882,68,1132,68,145324,69,66
1511305508,68,912,68,1313,68,144916,69,66
1511305806,68,659,68,1159,68,145213,69,66
1511306106,68,970,68,858,68,145005,69,66
1511306406,68,855,68,783,68,144923,69,66
1511306706,68,596,68,965,68,145200,69,66
1511307006,68,873,68,1249,68,145273,69,66
1511307306,67,587,68,2071,68,145164,69,66
1511307606,67,596,67,1563,67,144852,69,66
1511307908,67,893,67,1042,67,144537,69,66
1511308206,67,888,67,1513,67,144381,69,66
1511308506,67,804,68,1746,67,144008,69,66
1511308807,67,831,67,1094,67,141982,69,66
1511309107,67,611,67,2541,67,141139,69,66
1511309406,67,755,67,2542,67,141145,69,66
1511309708,67,683,68,3388,67,141030,69,66
1511310007,67,811,68,3251,68,140932,69,66
1511310306,67,794,68,2552,68,141293,69,66
1511310607,67,823,67,997,67,140905,69,66
1511310906,67,1264,67,3268,67,140385,69,66
1511311206,67,849,67,3132,67,139910,69,66
1511311506,67,881,67,3141,67,139684,69,66
1511311806,67,708,67,3375,67,138291,69,66
1511312106,68,813,68,2209,68,139227,69,66
1511312406,69,682,69,1368,69,143102,69,66
1511312707,68,908,68,526,68,143165,69,66
1511313006,68,1107,68,1014,68,142029,69,66
1511313306,68,934,68,1020,68,140722,69,66
1511313606,68,939,68,620,68,139951,69,66
1511313906,68,1139,68,898,68,140011,69,66
1511314206,68,955,68,1178,68,140278,69,66
1511314506,68,949,68,1107,68,139820,69,66
1511314807,68,881,68,1253,68,139598,69,66
1511315106,68,1032,68,1308,68,139633,69,66
1511315407,68,874,68,743,68,139258,69,66
1511315706,69,729,69,946,69,138003,69,66
1511316006,69,899,69,1165,68,137318,69,66
1511316306,69,1014,69,803,69,136133,69,66
1511316606,69,1215,69,1014,69,137326,69,66
1511316907,69,1312,69,1329,69,138291,69,66
1511317206,69,1062,69,1327,69,137721,69,66
1511317506,69,838,69,1182,69,137096,69,66
1511317806,69,940,69,839,69,136759,69,66
1511318106,69,3416,69,1121,69,136391,69,66
1511318406,69,2232,69,1046,69,136275,69,66
1511318706,70,964,70,759,70,137418,70,66
1511319006,70,707,70,1085,70,139441,70,66
1511319306,70,1162,70,1037,70,140114,70,66
1511319607,70,870,70,1273,70,141051,70,66
1511319906,70,902,70,843,70,141461,70,66
1511320206,70,1240,70,857,70,141351,70,66
1511320508,70,2244,70,983,70,141430,70,66
1511320806,69,2908,69,648,69,142263,70,66
1511321106,70,1903,70,932,70,142556,70,66
1511321407,69,1205,70,834,70,142576,70,66
1511321707,70,1920,70,1288,70,142690,70,66
1511322006,70,2324,70,1005,70,142815,70,66
1511322306,70,1821,70,944,70,143439,70,66
1511322607,70,2097,70,1242,70,143313,70,66
1511322907,70,1806,70,1327,70,143638,70,66
1511323208,70,1712,70,1221,70,143401,70,66
1511323506,70,1024,70,1249,70,143470,70,66
1511323807,70,894,70,1116,70,143524,70,66
1511324107,70,958,70,924,70,143480,70,66
1511324408,70,708,70,1013,70,142910,70,66
1511324707,70,1392,70,1253,70,142777,70,66
1511325006,70,717,70,1095,70,142970,70,66
1511325306,70,2240,70,1054,70,143317,70,66
1511325607,70,2513,70,1151,70,143777,70,66
1511325907,70,1958,70,1174,70,144137,70,66
1511326206,70,2529,70,980,70,144456,70,66
1511326506,70,2985,70,856,70,144510,70,66
1511326806,70,1128,70,787,70,145389,70,66
1511327107,70,1618,70,784,70,145343,70,66
1511327406,70,1732,70,714,70,145240,70,66
1511327706,70,1491,70,785,70,145445,70,66
1511328006,70,1406,70,931,70,145144,70,66
1511328306,70,1569,70,809,70,145097,70,66
1511328606,70,1018,70,1021,70,145378,70,66
1511328906,70,1052,70,1018,70,145273,70,66
1511329206,70,1077,70,855,70,145948,70,66
1511329507,70,1129,70,844,70,145978,70,66
1511329807,70,572,70,703,70,146093,70,66
1511330106,71,1081,71,619,71,144661,71,66
1511330406,70,1065,70,984,70,143397,71,66
1511330706,70,929,70,876,70,142825,71,66
1511331007,70,1150,70,830,70,142881,71,66
1511331307,71,912,71,791,71,142960,71,66
1511331606,71,982,71,874,71,142961,71,66
1511331906,71,1037,71,1242,71,144014,71,66
1511332207,71,858,71,932,71,142669,71,66
1511332508,70,768,70,1065,70,141905,71,66
1511332806,70,941,70,1490,70,142149,71,66
1511333106,70,972,70,1211,70,142134,71,66
1511333406,70,805,70,1337,70,142252,71,66
1511333707,70,1293,70,735,70,141815,71,66
1511334009,70,680,70,1010,70,141807,71,66
1511334306,70,476,70,1045,70,141943,71,66
1511334607,70,794,70,1018,70,141766,71,66
1511334907,70,1099,70,1284,70,141840,71,66
1511335206,70,1122,70,1032,70,141784,71,66
1511335506,70,1147,70,867,70,141778,71,66
1511335806,71,983,71,747,71,142223,71,66
1511336107,70,706,71,1119,71,142147,71,66
1511336406,71,901,71,640,71,143272,71,66
1511336707,71,735,71,1510,71,142365,71,66
1511337007,71,885,71,1369,71,142744,71,66
1511337306,71,1035,71,1459,71,142457,71,66
1511337606,71,751,71,1272,71,142420,71,66
1511337906,71,687,71,1390,71,142630,71,66
1511338207,71,816,71,2194,71,142680,71,66
1511338506,71,595,71,2188,71,141734,71,66
1511338807,71,1020,71,1408,71,139900,71,66
1511339107,71,572,71,1113,71,140392,71,66
1511339406,71,733,71,956,71,141064,71,66
1511339708,70,742,70,536,70,142489,71,66
1511340007,70,580,70,878,70,143509,71,66
1511340306,70,704,70,1030,70,143308,71,66
1511340606,70,786,70,581,70,142659,71,66
1511340907,70,637,70,1046,70,142166,71,66
1511341207,70,842,70,1090,70,142299,71,66
1511341506,71,527,71,748,71,143516,71,66
1511341806,71,659,71,471,71,143303,71,66
1511342106,70,713,70,689,70,141934,71,66
1511342406,70,502,70,864,70,141525,71,66
1511342707,70,719,70,1196,70,141416,71,66
1511343006,70,797,70,1100,70,140696,71,66
1511343308,70,860,70,1196,70,140042,71,66
1511343607,70,358,70,1565,70,139065,71,66
1511345707,70,1928,71,569,71,124171,71,66
1511346008,70,680,71,446,70,124256,71,66
1511346306,0,-1,0,-1,0,-1,0,0
1511346606,71,587,71,1006,71,125377,71,66
1511346906,71,872,71,564,71,124831,71,66
1511347206,71,959,71,493,71,124717,71,66
1511347506,71,878,71,603,71,125452,71,66
1511347806,71,648,71,632,71,125393,71,66
1511348106,71,918,71,731,71,125457,71,66
1511348407,71,646,71,871,71,125440,71,66
1511348706,71,669,71,747,71,125323,71,66
1511349006,72,762,72,924,72,128719,72,66
1511349307,72,1015,72,1620,72,129097,72,66
1511349606,71,832,72,1152,72,129518,72,66
1511349906,71,796,72,1027,72,129470,72,66
1511350206,71,1005,72,1465,71,128482,72,66
1511350508,72,707,72,1208,72,128499,72,66
1511350806,71,1096,71,867,71,128999,72,66
1511351106,71,938,71,608,71,129175,72,66
1511351407,71,961,71,660,71,129335,72,66
1511351706,71,1039,71,816,71,129351,72,66
1511352006,71,902,71,607,71,129228,72,66
1511352306,71,978,71,267,71,129582,72,66
1511352608,71,906,71,391,71,129842,72,66
1511352906,71,1048,71,406,71,129958,72,66
1511353206,71,898,71,735,71,129170,72,66
1511353506,71,722,71,795,71,128379,72,66
1511353807,71,918,71,741,71,129039,72,66
1511354107,71,1040,71,370,71,128456,72,66
1511354406,71,689,71,939,71,127896,72,66
1511354706,71,435,71,990,71,127868,72,66
1511355006,71,531,71,772,71,127815,72,66
1511355306,71,819,71,695,71,127795,72,66
1511355606,71,1094,71,628,71,128069,72,66
1511355906,71,843,71,442,71,128322,72,66
1511356206,71,943,71,740,71,128544,72,66
1511356506,71,858,71,474,71,127861,72,66
1511356806,71,1206,71,940,71,127685,72,66
1511357107,71,1076,71,536,71,128033,72,66
1511357406,71,3163,71,803,71,128130,72,66
1511357707,72,1030,72,854,72,128386,72,66
1511358006,72,678,72,780,72,126922,72,66
1511358306,72,666,72,716,72,126762,72,66
1511358607,72,902,72,533,72,127512,72,66
1511358906,72,678,72,910,72,129187,72,66
1511359206,72,490,72,1863,72,128939,72,66
1511359506,72,563,72,774,72,128768,72,66
1511359807,72,967,72,379,72,129158,72,66
1511360107,72,658,72,724,72,128981,73,66
1511360406,72,965,72,2097,72,129058,73,66
1511360708,73,621,73,1814,73,129957,73,66
1511361007,73,1262,73,529,73,130281,73,66
1511361306,74,921,74,700,74,135719,75,66
1511361606,74,699,74,1013,74,138308,75,66
1511361906,74,684,74,444,74,139728,75,66
1511362206,74,826,74,1377,74,140311,75,66
1511362506,74,594,74,1088,74,140592,75,66
1511362807,74,741,74,1121,74,140291,75,66
1511363106,73,843,73,923,73,140890,75,66
1511363406,74,1059,74,889,74,141526,75,66
1511363706,73,945,73,1008,73,141846,75,66
1511364006,74,966,74,1093,74,142063,75,66
1511364306,73,519,73,1155,73,142508,75,66
1511364606,74,834,74,609,74,142555,75,66
1511364906,74,806,74,637,74,143011,75,66
1511365206,74,570,74,793,74,143312,75,66
1511365506,74,907,74,952,74,143737,75,66
1511365807,74,588,74,413,74,143683,75,66
1511366106,74,908,74,545,74,144061,75,66
1511366407,75,803,75,601,75,144661,75,66
1511366706,76,797,76,419,76,146455,76,66
1511367006,75,862,75,678,75,149462,76,66
1511367306,76,808,76,566,76,150498,76,66
1511367606,76,701,76,575,76,152277,76,66
1511367906,76,698,76,663,76,153873,76,66
1511368206,76,644,76,662,76,154065,76,66
1511368506,76,635,76,760,76,154649,76,66
1511368806,77,443,77,707,77,157675,77,66
1511369106,77,861,77,696,77,159208,77,66
1511369406,77,643,77,1240,77,160523,77,66
1511369706,77,833,77,580,77,162662,77,66
1511370006,77,942,77,1128,77,166628,78,66
1511370306,77,1075,77,1499,77,169389,78,66
1511370606,77,780,77,1352,77,168039,78,66
1511370906,77,793,77,1041,77,168338,78,66
1511371206,77,803,77,1427,77,168776,78,66
1511371508,77,1015,77,778,77,170152,78,66
1511371807,77,793,77,808,77,170606,78,66
1511372106,78,823,78,469,78,171451,78,66
1511372407,77,928,78,1349,78,172130,78,66
1511372706,77,1076,77,623,77,175689,78,66
1511373007,76,867,76,1037,76,177812,78,66
1511373306,76,810,76,846,76,180050,78,66
1511373606,76,1140,76,1434,76,183309,78,66
1511373906,76,1342,76,1089,76,185115,78,66
1511374206,76,1259,76,934,76,185999,78,66
1511374507,76,828,76,421,76,186834,78,66
1511374806,77,796,77,589,77,186456,78,66
1511375107,76,867,76,848,76,186998,78,66
1511375406,76,832,76,635,76,187020,78,66
1511375706,76,1469,76,939,76,188141,78,66
1511376007,75,2915,75,900,75,188831,78,66
1511376306,76,2582,76,799,76,190028,78,66
1511376606,76,881,76,648,76,190977,78,66
1511376906,76,1222,76,581,76,191067,78,66
1511377206,76,1262,76,1189,76,191128,78,66
1511377506,76,1946,76,773,76,189347,78,66
1511377806,75,2119,75,838,75,191594,78,66
1511378106,75,2345,75,599,75,193015,78,67
1511378407,75,752,75,716,75,192781,78,67
1511378706,75,1403,75,886,75,192682,78,67
1511379007,76,883,76,1295,76,193455,78,67
1511379306,76,1148,76,1127,76,194097,78,67
1511379606,76,1046,76,544,76,195911,78,67
1511379906,76,878,76,851,76,196393,78,67
1511380206,76,876,76,1023,76,196542,78,67
1511380506,76,714,76,1020,76,196613,78,67
1511380807,76,733,76,851,76,196599,78,67
1511381106,76,1037,76,576,76,195761,78,67
1511381406,76,1066,76,635,76,196074,78,67
1511381707,75,989,75,552,75,196656,78,67
1511382006,75,2078,75,720,75,196895,78,67
1511382306,75,2228,75,978,75,196322,78,67
1511382606,76,704,76,800,76,196520,78,67
1511382906,75,1906,75,676,75,196718,78,67
1511383206,75,2080,75,403,75,196152,78,67
1511383506,75,1519,75,588,75,196526,78,67
1511383806,75,1507,75,621,75,196397,78,67
1511384106,75,2405,75,659,75,196361,78,67
1511384407,75,1647,75,585,75,195928,78,67
1511384707,75,1377,75,949,75,195811,78,67
1511385007,76,1765,76,671,76,195802,78,67
1511385307,76,924,76,895,76,196585,78,67
1511385606,76,441,77,898,77,195783,78,67
1511385908,76,872,76,573,76,195955,78,67
1511386207,76,712,76,426,76,196180,78,67
1511386507,76,1057,76,582,76,196268,78,67
1511386806,76,802,76,796,76,196101,78,67
1511387106,76,828,76,639,76,196202,78,67
1511387407,76,759,76,650,76,197798,78,67
1511387707,76,1077,76,907,76,197834,78,67
1511388007,76,1290,76,533,76,197907,78,67
1511388307,76,959,76,764,76,197709,78,67
1511388607,76,982,76,510,76,197712,78,67
1511388906,76,1039,76,510,76,197946,78,67
1511389206,76,1069,76,627,76,198266,78,67
1511389506,76,1046,76,842,76,198444,78,67
1511389806,76,945,76,567,76,198416,78,67
1511390106,76,654,76,494,76,197975,78,67
1511390406,76,770,76,491,76,197046,78,67
1511390707,76,752,76,667,76,197447,78,67
1511391007,77,1050,77,706,77,197661,78,67
1511391306,76,803,76,764,76,197824,78,67
1511391606,77,828,77,989,77,197824,78,67
1511391907,77,996,77,860,77,197788,78,67
1511392206,76,751,76,856,76,198050,78,67
1511392506,76,1116,76,736,76,198067,78,67
1511392808,76,605,76,579,76,198472,78,67
1511393106,76,645,76,568,76,199285,78,67
1511393407,76,855,76,689,76,201027,78,67
1511393706,75,891,76,842,76,201670,78,67
1511394007,75,846,75,902,75,202561,78,67
1511394306,75,947,75,873,75,202763,78,67
1511394606,75,924,75,791,75,203118,78,67
1511394906,75,1177,75,482,75,203513,78,67
1511395207,75,923,76,784,75,204171,78,67
1511395506,75,726,76,682,76,204917,78,67
1511395806,75,593,75,1041,75,205011,78,67
1511396106,75,838,75,645,75,205524,78,67
1511396406,75,817,75,569,75,206318,78,67
1511396706,75,1349,75,591,75,206569,78,67
1511397006,74,1259,75,541,75,209385,78,67
1511397307,74,914,74,1050,74,211250,78,67
1511397606,74,1145,74,977,74,215455,78,67
1511397906,74,865,74,709,74,218470,78,67
1511398207,74,785,74,598,74,218944,78,67
1511398507,74,538,74,1033,74,217939,78,68
1511398807,74,886,74,1214,74,214129,78,68
1511399106,73,351,73,735,73,214549,78,68
1511399406,74,588,74,915,74,215541,78,68
1511399706,74,842,74,802,74,217028,78,68
1511400006,73,622,73,756,73,217442,78,68
1511400307,74,739,74,693,74,218047,78,68
1511400608,74,1139,74,743,74,218196,78,68
1511400907,74,625,74,691,74,218220,78,68
1511401207,74,903,74,803,74,218351,78,68
1511401506,74,801,74,758,74,218485,78,68
1511401806,74,825,74,978,74,218658,78,68
1511402106,74,739,74,796,74,219309,78,68
1511402406,74,644,74,1101,74,219274,78,69
1511402706,73,400,74,881,73,219060,78,69
1511403006,74,734,74,836,74,217807,78,69
1511403306,73,520,73,567,73,216807,78,69
1511403606,73,884,73,886,73,215703,78,69
1511403907,73,404,73,539,73,215872,78,69
1511404207,73,783,73,607,73,216004,78,69
1511404506,73,741,73,835,73,216239,78,69
1511404807,73,771,73,835,73,216453,78,69
1511405106,73,748,73,863,73,215505,78,69
1511405406,73,831,73,680,73,212708,78,69
1511405706,73,945,73,922,73,213000,78,69
1511406006,73,929,73,749,73,212100,78,69
1511406306,74,902,74,1053,74,212264,78,69
1511406607,74,828,74,1135,74,212431,78,69
1511406906,74,542,74,779,74,213498,78,69
1511407206,74,1174,74,615,74,212845,78,69
1511407507,74,824,74,929,74,212330,78,70
1511407806,74,832,74,545,74,212497,78,70
1511408106,74,1172,74,466,74,212076,78,70
1511408406,74,901,74,738,74,212412,78,70
1511408708,74,719,74,764,74,212995,78,70
1511409006,74,396,74,648,74,213009,78,70
1511409306,74,423,74,700,74,212590,78,70
1511409608,74,609,74,762,74,212789,78,70
1511409906,73,311,74,1023,73,212914,78,70
1511410206,73,323,73,508,73,212950,78,70
1511410506,73,911,73,868,73,213150,78,70
1511410807,74,838,74,580,74,213169,78,70
1511411106,74,557,74,756,74,213143,78,70
1511411407,74,770,74,585,74,212908,78,70
1511411708,74,737,74,661,74,212757,78,70
1511412006,74,708,74,696,74,212350,78,70
1511412122,74,307,74,848,74,212547,78,70
1511412427,74,423,74,471,74,212262,78,70
1511412726,74,629,74,620,74,211994,78,70
1511413027,74,1133,74,400,74,211244,78,70
1511413327,74,438,74,689,74,211440,78,70
1511413626,74,488,74,470,74,211601,78,70
1511413927,74,813,74,448,74,211715,78,70
1511414227,74,843,74,530,74,211665,78,70
1511414526,74,666,74,549,74,211929,78,70
1511414827,74,485,74,572,74,211491,78,70
1511415126,75,4653,75,569,75,212087,78,70
1511415428,74,836,74,523,74,211918,78,70
1511415728,74,722,75,518,75,212319,78,70
1511416027,74,868,74,470,74,212367,78,70
1511416326,74,571,74,1425,74,214962,78,70
1511416627,74,1050,74,1597,74,214513,78,70
1511416926,74,688,74,1406,74,214206,78,70
1511417228,74,775,74,1229,74,214588,78,70
1511417526,73,662,74,873,73,214770,78,70
1511417826,74,795,74,866,74,214391,78,70
1511418127,74,754,74,1170,74,214429,78,70
1511418428,74,734,74,484,74,214059,78,70
1511418726,74,778,74,381,74,213808,78,70
1511419027,74,725,74,610,74,213417,78,70
1511419326,74,997,74,442,74,213166,78,70
1511419627,73,967,74,552,74,213190,78,70
1511419927,73,962,73,771,73,213324,78,70
1511420227,73,981,73,773,73,213432,78,70
1511420526,73,885,74,625,73,213334,78,70
1511420828,73,974,73,930,73,213458,78,70
1511421127,73,1237,73,713,73,213428,78,70
1511421427,73,1284,73,530,73,215904,78,70
1511421727,72,649,72,985,72,220637,78,70
1511422027,71,671,71,644,71,225194,78,70
1511422327,71,516,71,1049,71,227599,78,70
1511422627,70,1201,71,875,70,231522,78,70
1511422927,69,1815,69,978,69,243095,78,69
1511423227,69,2470,69,998,69,247324,78,69
1511423526,69,892,69,697,69,252523,78,68
1511423828,69,909,69,1466,69,254114,78,68
1511424126,70,1074,70,1500,70,256795,78,68
1511424426,69,724,69,1101,69,258100,78,68
1511424727,69,473,69,1106,69,259616,78,68
1511425026,69,638,69,555,69,260322,78,68
1511425328,70,958,70,1292,70,260173,78,68
1511425627,70,626,70,2209,70,264026,78,68
1511425926,69,1256,69,1666,69,266145,78,68
1511426226,69,795,69,559,69,269023,78,68
1511426526,70,635,70,1659,70,268481,78,68
1511426826,70,1002,70,1223,70,268560,78,68
1511427127,69,928,69,813,69,268140,78,68
1511427428,70,783,70,1344,70,268448,78,68
1511427726,69,877,69,1590,69,269481,78,68
1511428027,69,625,69,1054,69,270360,78,68
1511428327,69,502,69,987,69,274624,78,68
1511428626,68,1536,68,861,68,274927,78,68
1511428926,68,1102,69,822,69,277393,78,68
1511429227,69,641,69,1039,69,277534,78,68
1511429527,69,761,69,1115,69,277782,78,68
1511429826,68,690,68,542,68,278796,78,68
1511430128,68,746,69,1376,68,278947,78,68
1511430427,68,823,68,1240,68,277929,78,68
1511430726,69,612,69,1961,69,278133,78,68
1511431026,69,1042,69,1270,69,279643,78,68
1511431328,68,802,68,610,68,280665,78,68
1511431627,69,1048,69,777,69,280154,78,68
1511431927,69,332,69,1239,69,279568,78,68
1511432227,69,591,69,814,69,279430,78,68
1511432527,69,610,69,1451,69,279539,78,68
1511432827,68,437,68,854,68,278564,78,68
1511433128,68,678,68,772,68,279199,78,68
1511433427,69,681,69,448,69,279667,78,68
1511433727,69,663,69,672,69,279808,78,68
1511434027,69,964,69,1552,69,279316,78,68
1511434326,69,1181,69,1546,69,280116,78,68
1511434626,69,1074,69,1712,69,280561,78,68
1511434927,69,601,69,1306,69,281138,78,68
1511435229,69,629,69,1979,69,281098,78,68
1511435527,69,1090,69,1994,69,277830,78,68
1511435826,69,451,69,1102,69,277876,78,68
1511436127,69,521,69,1990,69,277718,78,68
1511436427,69,998,69,2126,69,277908,78,68
1511436727,69,401,69,1306,69,278092,78,68
1511437028,69,594,69,1590,69,278252,78,68
1511437327,70,924,70,1070,70,279820,78,68
1511437627,70,695,70,1088,70,281210,78,68
1511437927,70,459,70,960,70,281133,78,68
1511438226,69,510,69,966,69,280974,78,68
1511438527,69,272,69,1020,69,281771,78,68
1511438826,67,1725,68,827,67,286558,78,67
1511439127,67,539,67,1515,67,288543,78,67
